employee_id,full_name,current_role,current_grade,target_role,target_grade,target_source,skill_id,skill_name,skill_type,category,current_level,required_level,gap,critical
E0039,Pavel Petrov,Data Analyst,Middle,Data Analyst,Senior,career_goal,SK_STATISTICS,Statistics,hard,data,3,4,1,True
E0039,Pavel Petrov,Data Analyst,Middle,Data Analyst,Senior,career_goal,SK_AB_TESTING,A/B Testing,hard,data,0,4,4,True
E0039,Pavel Petrov,Data Analyst,Middle,Data Analyst,Senior,career_goal,SK_DATA_VIZ,Data Visualization,hard,data,1,4,3,False
E0039,Pavel Petrov,Data Analyst,Middle,Data Analyst,Senior,career_goal,SK_DATA_MODELING,Data Modeling,hard,data,2,3,1,False
E0039,Pavel Petrov,Data Analyst,Middle,Data Analyst,Senior,career_goal,SK_ML_BASICS,Machine Learning Fundamentals,hard,data,1,2,1,False
E0039,Pavel Petrov,Data Analyst,Middle,Data Analyst,Senior,career_goal,SK_PRODUCT_ANALYTICS,Product Analytics,hard,product,2,3,1,False
E0039,Pavel Petrov,Data Analyst,Middle,Data Analyst,Senior,career_goal,SK_COMMUNICATION,Communication,soft,communication,3,4,1,False
E0039,Pavel Petrov,Data Analyst,Middle,Data Analyst,Senior,career_goal,SK_STAKEHOLDER_MGMT,Stakeholder Management,soft,communication,1,3,2,False
E0039,Pavel Petrov,Data Analyst,Middle,Data Analyst,Senior,career_goal,SK_PUBLIC_SPEAKING,Public Speaking,soft,communication,0,2,2,False
E0039,Pavel Petrov,Data Analyst,Middle,Data Analyst,Senior,career_goal,SK_MENTORING,Mentoring,soft,leadership,0,2,2,False
E0039,Pavel Petrov,Data Analyst,Middle,Data Analyst,Senior,career_goal,SK_LEADERSHIP,Leadership,soft,leadership,0,2,2,False
E0040,Irina Pavlova,Backend Engineer,Junior,Backend Engineer,Junior,current_profile,SK_API_DESIGN,API Design,hard,engineering,0,1,1,False
E0040,Irina Pavlova,Backend Engineer,Junior,Backend Engineer,Junior,current_profile,SK_SYSTEM_DESIGN,System Design,hard,engineering,0,1,1,False
E0040,Irina Pavlova,Backend Engineer,Junior,Backend Engineer,Junior,current_profile,SK_CLOUD,Cloud Platforms,hard,engineering,0,1,1,False
E0040,Irina Pavlova,Backend Engineer,Junior,Backend Engineer,Junior,current_profile,SK_CONTAINERS,Containers & Orchestration,hard,engineering,0,1,1,False
E0040,Irina Pavlova,Backend Engineer,Junior,Backend Engineer,Junior,current_profile,SK_APP_SECURITY,Application Security,hard,engineering,0,1,1,False
E0041,Moldir Seitkali,Product Manager,Senior,Product Manager,Lead,career_goal,SK_PRODUCT_DISCOVERY,Product Discovery,hard,product,4,5,1,True
E0041,Moldir Seitkali,Product Manager,Senior,Product Manager,Lead,career_goal,SK_UX_RESEARCH,UX Research,hard,product,2,4,2,False
E0041,Moldir Seitkali,Product Manager,Senior,Product Manager,Lead,career_goal,SK_REQUIREMENTS,Requirements Writing,hard,product,3,4,1,False
E0041,Moldir Seitkali,Product Manager,Senior,Product Manager,Lead,career_goal,SK_AGILE,Agile Practices,hard,product,2,4,2,False
E0041,Moldir Seitkali,Product Manager,Senior,Product Manager,Lead,career_goal,SK_PROJECT_MGMT,Project Management,hard,product,3,4,1,False
E0041,Moldir Seitkali,Product Manager,Senior,Product Manager,Lead,career_goal,SK_COMMUNICATION,Communication,soft,communication,4,5,1,False
E0041,Moldir Seitkali,Product Manager,Senior,Product Manager,Lead,career_goal,SK_STAKEHOLDER_MGMT,Stakeholder Management,soft,communication,4,5,1,False
E0041,Moldir Seitkali,Product Manager,Senior,Product Manager,Lead,career_goal,SK_PUBLIC_SPEAKING,Public Speaking,soft,communication,3,4,1,False
E0041,Moldir Seitkali,Product Manager,Senior,Product Manager,Lead,career_goal,SK_LEADERSHIP,Leadership,soft,leadership,2,4,2,True
E0041,Moldir Seitkali,Product Manager,Senior,Product Manager,Lead,career_goal,SK_MENTORING,Mentoring,soft,leadership,1,4,3,False
E0042,Ekaterina Kuznetsova,Frontend Engineer,Junior,Frontend Engineer,Middle,career_goal,SK_JAVASCRIPT,JavaScript,hard,frontend,2,3,1,False
E0042,Ekaterina Kuznetsova,Frontend Engineer,Junior,Frontend Engineer,Middle,career_goal,SK_TYPESCRIPT,TypeScript,hard,frontend,1,3,2,True
E0042,Ekaterina Kuznetsova,Frontend Engineer,Junior,Frontend Engineer,Middle,career_goal,SK_REACT,React,hard,frontend,2,3,1,True
E0042,Ekaterina Kuznetsova,Frontend Engineer,Junior,Frontend Engineer,Middle,career_goal,SK_HTML_CSS,HTML & CSS,hard,frontend,1,3,2,False
E0042,Ekaterina Kuznetsova,Frontend Engineer,Junior,Frontend Engineer,Middle,career_goal,SK_WEB_PERFORMANCE,Web Performance,hard,frontend,1,2,1,False
E0042,Ekaterina Kuznetsova,Frontend Engineer,Junior,Frontend Engineer,Middle,career_goal,SK_ACCESSIBILITY,Web Accessibility,hard,frontend,1,2,1,False
E0042,Ekaterina Kuznetsova,Frontend Engineer,Junior,Frontend Engineer,Middle,career_goal,SK_API_DESIGN,API Design,hard,engineering,0,1,1,False
E0042,Ekaterina Kuznetsova,Frontend Engineer,Junior,Frontend Engineer,Middle,career_goal,SK_COMMUNICATION,Communication,soft,communication,2,3,1,False
E0042,Ekaterina Kuznetsova,Frontend Engineer,Junior,Frontend Engineer,Middle,career_goal,SK_TEAMWORK,Teamwork,soft,collaboration,2,3,1,False
E0042,Ekaterina Kuznetsova,Frontend Engineer,Junior,Frontend Engineer,Middle,career_goal,SK_PROBLEM_SOLVING,Problem Solving,soft,thinking,2,3,1,False
E0042,Ekaterina Kuznetsova,Frontend Engineer,Junior,Frontend Engineer,Middle,career_goal,SK_PUBLIC_SPEAKING,Public Speaking,soft,communication,0,1,1,False
E0043,Aidos Akhmetov,Frontend Engineer,Senior,Frontend Engineer,Senior,current_profile,SK_TYPESCRIPT,TypeScript,hard,frontend,3,4,1,True
E0043,Aidos Akhmetov,Frontend Engineer,Senior,Frontend Engineer,Senior,current_profile,SK_HTML_CSS,HTML & CSS,hard,frontend,3,4,1,False
E0043,Aidos Akhmetov,Frontend Engineer,Senior,Frontend Engineer,Senior,current_profile,SK_ACCESSIBILITY,Web Accessibility,hard,frontend,2,3,1,False
E0043,Aidos Akhmetov,Frontend Engineer,Senior,Frontend Engineer,Senior,current_profile,SK_API_DESIGN,API Design,hard,engineering,1,2,1,False
E0043,Aidos Akhmetov,Frontend Engineer,Senior,Frontend Engineer,Senior,current_profile,SK_PROBLEM_SOLVING,Problem Solving,soft,thinking,3,4,1,False
E0043,Aidos Akhmetov,Frontend Engineer,Senior,Frontend Engineer,Senior,current_profile,SK_MENTORING,Mentoring,soft,leadership,2,3,1,False
E0043,Aidos Akhmetov,Frontend Engineer,Senior,Frontend Engineer,Senior,current_profile,SK_LEADERSHIP,Leadership,soft,leadership,0,2,2,False
E0043,Aidos Akhmetov,Frontend Engineer,Senior,Frontend Engineer,Senior,current_profile,SK_STAKEHOLDER_MGMT,Stakeholder Management,soft,communication,1,2,1,False
E0044,Gulnara Zhumabekova,Frontend Engineer,Lead,Product Manager,Lead,career_goal,SK_PRODUCT_DISCOVERY,Product Discovery,hard,product,0,5,5,True
E0044,Gulnara Zhumabekova,Frontend Engineer,Lead,Product Manager,Lead,career_goal,SK_ROADMAPPING,Roadmapping & Prioritization,hard,product,0,4,4,False
E0044,Gulnara Zhumabekova,Frontend Engineer,Lead,Product Manager,Lead,career_goal,SK_PRODUCT_ANALYTICS,Product Analytics,hard,product,0,4,4,False
E0044,Gulnara Zhumabekova,Frontend Engineer,Lead,Product Manager,Lead,career_goal,SK_UX_RESEARCH,UX Research,hard,product,0,4,4,False
E0044,Gulnara Zhumabekova,Frontend Engineer,Lead,Product Manager,Lead,career_goal,SK_REQUIREMENTS,Requirements Writing,hard,product,0,4,4,False
E0044,Gulnara Zhumabekova,Frontend Engineer,Lead,Product Manager,Lead,career_goal,SK_AGILE,Agile Practices,hard,product,0,4,4,False
E0044,Gulnara Zhumabekova,Frontend Engineer,Lead,Product Manager,Lead,career_goal,SK_PROJECT_MGMT,Project Management,hard,product,1,4,3,False
E0044,Gulnara Zhumabekova,Frontend Engineer,Lead,Product Manager,Lead,career_goal,SK_SQL,SQL,hard,engineering,0,2,2,False
E0044,Gulnara Zhumabekova,Frontend Engineer,Lead,Product Manager,Lead,career_goal,SK_AB_TESTING,A/B Testing,hard,data,0,3,3,False
E0044,Gulnara Zhumabekova,Frontend Engineer,Lead,Product Manager,Lead,career_goal,SK_COMMUNICATION,Communication,soft,communication,2,5,3,False
E0044,Gulnara Zhumabekova,Frontend Engineer,Lead,Product Manager,Lead,career_goal,SK_STAKEHOLDER_MGMT,Stakeholder Management,soft,communication,3,5,2,False
E0044,Gulnara Zhumabekova,Frontend Engineer,Lead,Product Manager,Lead,career_goal,SK_CRITICAL_THINKING,Critical Thinking,soft,thinking,3,4,1,False
E0044,Gulnara Zhumabekova,Frontend Engineer,Lead,Product Manager,Lead,career_goal,SK_MENTORING,Mentoring,soft,leadership,3,4,1,False
E0045,Kanat Temirkhanov,Sales Manager,Junior,Sales Manager,Middle,career_goal,SK_PROSPECTING,Prospecting,hard,sales,2,3,1,True
E0045,Kanat Temirkhanov,Sales Manager,Junior,Sales Manager,Middle,career_goal,SK_NEGOTIATION,Negotiation,hard,sales,0,3,3,True
E0045,Kanat Temirkhanov,Sales Manager,Junior,Sales Manager,Middle,career_goal,SK_ACCOUNT_MGMT,Account Management,hard,sales,1,2,1,False
E0045,Kanat Temirkhanov,Sales Manager,Junior,Sales Manager,Middle,career_goal,SK_PRODUCT_KNOWLEDGE,Product Knowledge,hard,sales,2,3,1,False
E0045,Kanat Temirkhanov,Sales Manager,Junior,Sales Manager,Middle,career_goal,SK_PUBLIC_SPEAKING,Public Speaking,soft,communication,0,2,2,False
E0045,Kanat Temirkhanov,Sales Manager,Junior,Sales Manager,Middle,career_goal,SK_EMOTIONAL_INTELLIGENCE,Emotional Intelligence,soft,collaboration,2,3,1,False
E0045,Kanat Temirkhanov,Sales Manager,Junior,Sales Manager,Middle,career_goal,SK_STAKEHOLDER_MGMT,Stakeholder Management,soft,communication,1,2,1,False
E0045,Kanat Temirkhanov,Sales Manager,Junior,Sales Manager,Middle,career_goal,SK_TIME_MANAGEMENT,Time Management,soft,personal_effectiveness,1,3,2,False
E0046,Dauren Zhumabekov,Sales Manager,Middle,Sales Manager,Senior,career_goal,SK_NEGOTIATION,Negotiation,hard,sales,2,4,2,True
E0046,Dauren Zhumabekov,Sales Manager,Middle,Sales Manager,Senior,career_goal,SK_CRM,CRM Systems,hard,sales,1,3,2,False
E0046,Dauren Zhumabekov,Sales Manager,Middle,Sales Manager,Senior,career_goal,SK_ACCOUNT_MGMT,Account Management,hard,sales,2,4,2,True
E0046,Dauren Zhumabekov,Sales Manager,Middle,Sales Manager,Senior,career_goal,SK_PRODUCT_KNOWLEDGE,Product Knowledge,hard,sales,2,4,2,False
E0046,Dauren Zhumabekov,Sales Manager,Middle,Sales Manager,Senior,career_goal,SK_COMMUNICATION,Communication,soft,communication,3,4,1,False
E0046,Dauren Zhumabekov,Sales Manager,Middle,Sales Manager,Senior,career_goal,SK_EMOTIONAL_INTELLIGENCE,Emotional Intelligence,soft,collaboration,2,3,1,False
E0046,Dauren Zhumabekov,Sales Manager,Middle,Sales Manager,Senior,career_goal,SK_ADAPTABILITY,Adaptability,soft,personal_effectiveness,2,3,1,False
E0046,Dauren Zhumabekov,Sales Manager,Middle,Sales Manager,Senior,career_goal,SK_LEADERSHIP,Leadership,soft,leadership,1,2,1,False
E0046,Dauren Zhumabekov,Sales Manager,Middle,Sales Manager,Senior,career_goal,SK_MENTORING,Mentoring,soft,leadership,0,2,2,False
E0047,Symbat Baimukhanova,Backend Engineer,Middle,Backend Engineer,Middle,current_profile,SK_SQL,SQL,hard,engineering,1,3,2,False
E0047,Symbat Baimukhanova,Backend Engineer,Middle,Backend Engineer,Middle,current_profile,SK_API_DESIGN,API Design,hard,engineering,2,3,1,True
E0047,Symbat Baimukhanova,Backend Engineer,Middle,Backend Engineer,Middle,current_profile,SK_CLOUD,Cloud Platforms,hard,engineering,1,2,1,False
E0047,Symbat Baimukhanova,Backend Engineer,Middle,Backend Engineer,Middle,current_profile,SK_APP_SECURITY,Application Security,hard,engineering,1,2,1,False
E0047,Symbat Baimukhanova,Backend Engineer,Middle,Backend Engineer,Middle,current_profile,SK_OBSERVABILITY,Observability,hard,engineering,0,2,2,False
E0047,Symbat Baimukhanova,Backend Engineer,Middle,Backend Engineer,Middle,current_profile,SK_PROBLEM_SOLVING,Problem Solving,soft,thinking,2,3,1,False
E0047,Symbat Baimukhanova,Backend Engineer,Middle,Backend Engineer,Middle,current_profile,SK_MENTORING,Mentoring,soft,leadership,0,1,1,False
E0048,Denis Smirnov,Data Analyst,Middle,Data Analyst,Senior,career_goal,SK_SQL,SQL,hard,engineering,3,4,1,False
E0048,Denis Smirnov,Data Analyst,Middle,Data Analyst,Senior,career_goal,SK_PYTHON,Python,hard,engineering,1,3,2,False
E0048,Denis Smirnov,Data Analyst,Middle,Data Analyst,Senior,career_goal,SK_STATISTICS,Statistics,hard,data,3,4,1,True
E0048,Denis Smirnov,Data Analyst,Middle,Data Analyst,Senior,career_goal,SK_AB_TESTING,A/B Testing,hard,data,1,4,3,True
E0048,Denis Smirnov,Data Analyst,Middle,Data Analyst,Senior,career_goal,SK_DATA_VIZ,Data Visualization,hard,data,3,4,1,False
E0048,Denis Smirnov,Data Analyst,Middle,Data Analyst,Senior,career_goal,SK_ML_BASICS,Machine Learning Fundamentals,hard,data,0,2,2,False
E0048,Denis Smirnov,Data Analyst,Middle,Data Analyst,Senior,career_goal,SK_PRODUCT_ANALYTICS,Product Analytics,hard,product,0,3,3,False
E0048,Denis Smirnov,Data Analyst,Middle,Data Analyst,Senior,career_goal,SK_COMMUNICATION,Communication,soft,communication,3,4,1,False
E0048,Denis Smirnov,Data Analyst,Middle,Data Analyst,Senior,career_goal,SK_CRITICAL_THINKING,Critical Thinking,soft,thinking,3,4,1,False
E0048,Denis Smirnov,Data Analyst,Middle,Data Analyst,Senior,career_goal,SK_STAKEHOLDER_MGMT,Stakeholder Management,soft,communication,2,3,1,False
E0048,Denis Smirnov,Data Analyst,Middle,Data Analyst,Senior,career_goal,SK_PUBLIC_SPEAKING,Public Speaking,soft,communication,0,2,2,False
E0048,Denis Smirnov,Data Analyst,Middle,Data Analyst,Senior,career_goal,SK_MENTORING,Mentoring,soft,leadership,1,2,1,False
E0048,Denis Smirnov,Data Analyst,Middle,Data Analyst,Senior,career_goal,SK_LEADERSHIP,Leadership,soft,leadership,0,2,2,False
E0049,Yulia Popova,Sales Manager,Junior,Sales Manager,Junior,current_profile,SK_CRM,CRM Systems,hard,sales,0,2,2,False
E0049,Yulia Popova,Sales Manager,Junior,Sales Manager,Junior,current_profile,SK_PUBLIC_SPEAKING,Public Speaking,soft,communication,0,1,1,False
E0049,Yulia Popova,Sales Manager,Junior,Sales Manager,Junior,current_profile,SK_ADAPTABILITY,Adaptability,soft,personal_effectiveness,1,2,1,False
E0050,Symbat Abenova,Backend Engineer,Lead,Data Analyst,Lead,career_goal,SK_STATISTICS,Statistics,hard,data,0,4,4,False
E0050,Symbat Abenova,Backend Engineer,Lead,Data Analyst,Lead,career_goal,SK_AB_TESTING,A/B Testing,hard,data,1,4,3,False
E0050,Symbat Abenova,Backend Engineer,Lead,Data Analyst,Lead,career_goal,SK_DATA_VIZ,Data Visualization,hard,data,0,4,4,False
E0050,Symbat Abenova,Backend Engineer,Lead,Data Analyst,Lead,career_goal,SK_BI_TOOLS,BI Tools,hard,data,0,4,4,False
E0050,Symbat Abenova,Backend Engineer,Lead,Data Analyst,Lead,career_goal,SK_DATA_MODELING,Data Modeling,hard,data,0,4,4,False
E0050,Symbat Abenova,Backend Engineer,Lead,Data Analyst,Lead,career_goal,SK_ML_BASICS,Machine Learning Fundamentals,hard,data,0,3,3,False
E0050,Symbat Abenova,Backend Engineer,Lead,Data Analyst,Lead,career_goal,SK_PRODUCT_ANALYTICS,Product Analytics,hard,product,0,3,3,False
E0050,Symbat Abenova,Backend Engineer,Lead,Data Analyst,Lead,career_goal,SK_CRITICAL_THINKING,Critical Thinking,soft,thinking,3,4,1,False
E0050,Symbat Abenova,Backend Engineer,Lead,Data Analyst,Lead,career_goal,SK_STAKEHOLDER_MGMT,Stakeholder Management,soft,communication,2,4,2,True
E0050,Symbat Abenova,Backend Engineer,Lead,Data Analyst,Lead,career_goal,SK_PUBLIC_SPEAKING,Public Speaking,soft,communication,2,3,1,False
E0051,Kamila Abenova,Sales Manager,Senior,Sales Manager,Lead,career_goal,SK_NEGOTIATION,Negotiation,hard,sales,4,5,1,False
E0051,Kamila Abenova,Sales Manager,Senior,Sales Manager,Lead,career_goal,SK_CRM,CRM Systems,hard,sales,2,4,2,False
E0051,Kamila Abenova,Sales Manager,Senior,Sales Manager,Lead,career_goal,SK_PRODUCT_KNOWLEDGE,Product Knowledge,hard,sales,3,4,1,False
E0051,Kamila Abenova,Sales Manager,Senior,Sales Manager,Lead,career_goal,SK_COMMUNICATION,Communication,soft,communication,3,5,2,False
E0051,Kamila Abenova,Sales Manager,Senior,Sales Manager,Lead,career_goal,SK_PUBLIC_SPEAKING,Public Speaking,soft,communication,2,4,2,False
E0051,Kamila Abenova,Sales Manager,Senior,Sales Manager,Lead,career_goal,SK_EMOTIONAL_INTELLIGENCE,Emotional Intelligence,soft,collaboration,2,4,2,False
E0051,Kamila Abenova,Sales Manager,Senior,Sales Manager,Lead,career_goal,SK_STAKEHOLDER_MGMT,Stakeholder Management,soft,communication,3,4,1,False
E0051,Kamila Abenova,Sales Manager,Senior,Sales Manager,Lead,career_goal,SK_TIME_MANAGEMENT,Time Management,soft,personal_effectiveness,2,4,2,False
E0051,Kamila Abenova,Sales Manager,Senior,Sales Manager,Lead,career_goal,SK_LEADERSHIP,Leadership,soft,leadership,2,4,2,True
E0051,Kamila Abenova,Sales Manager,Senior,Sales Manager,Lead,career_goal,SK_MENTORING,Mentoring,soft,leadership,1,4,3,True
E0052,Maxim Kozlov,HR Business Partner,Middle,HR Business Partner,Middle,current_profile,SK_TALENT_ACQUISITION,Talent Acquisition,hard,hr,2,3,1,False
E0052,Maxim Kozlov,HR Business Partner,Middle,HR Business Partner,Middle,current_profile,SK_EMPLOYEE_RELATIONS,Employee Relations,hard,hr,1,3,2,True
E0052,Maxim Kozlov,HR Business Partner,Middle,HR Business Partner,Middle,current_profile,SK_EMOTIONAL_INTELLIGENCE,Emotional Intelligence,soft,collaboration,2,3,1,False
E0052,Maxim Kozlov,HR Business Partner,Middle,HR Business Partner,Middle,current_profile,SK_FEEDBACK,Feedback,soft,leadership,1,2,1,False
E0052,Maxim Kozlov,HR Business Partner,Middle,HR Business Partner,Middle,current_profile,SK_STAKEHOLDER_MGMT,Stakeholder Management,soft,communication,1,2,1,False
E0052,Maxim Kozlov,HR Business Partner,Middle,HR Business Partner,Middle,current_profile,SK_PUBLIC_SPEAKING,Public Speaking,soft,communication,1,2,1,False
E0052,Maxim Kozlov,HR Business Partner,Middle,HR Business Partner,Middle,current_profile,SK_MENTORING,Mentoring,soft,leadership,0,1,1,False
E0053,Aigerim Abenova,QA Engineer,Junior,QA Engineer,Middle,career_goal,SK_API_TESTING,API Testing,hard,quality,0,3,3,True
E0053,Aigerim Abenova,QA Engineer,Junior,QA Engineer,Middle,career_goal,SK_LOAD_TESTING,Load Testing,hard,quality,0,1,1,False
E0053,Aigerim Abenova,QA Engineer,Junior,QA Engineer,Middle,career_goal,SK_SQL,SQL,hard,engineering,0,2,2,False
E0053,Aigerim Abenova,QA Engineer,Junior,QA Engineer,Middle,career_goal,SK_CICD,CI/CD,hard,engineering,0,1,1,False
E0053,Aigerim Abenova,QA Engineer,Junior,QA Engineer,Middle,career_goal,SK_COMMUNICATION,Communication,soft,communication,0,3,3,False
E0053,Aigerim Abenova,QA Engineer,Junior,QA Engineer,Middle,career_goal,SK_TEAMWORK,Teamwork,soft,collaboration,1,3,2,False
E0053,Aigerim Abenova,QA Engineer,Junior,QA Engineer,Middle,career_goal,SK_CRITICAL_THINKING,Critical Thinking,soft,thinking,1,3,2,False
E0053,Aigerim Abenova,QA Engineer,Junior,QA Engineer,Middle,career_goal,SK_WRITTEN_COMMUNICATION,Written Communication,soft,communication,1,2,1,False
E0054,Dinara Sadykova,Data Analyst,Senior,Data Analyst,Senior,current_profile,SK_DATA_VIZ,Data Visualization,hard,data,2,4,2,False
E0054,Dinara Sadykova,Data Analyst,Senior,Data Analyst,Senior,current_profile,SK_DATA_MODELING,Data Modeling,hard,data,2,3,1,False
E0054,Dinara Sadykova,Data Analyst,Senior,Data Analyst,Senior,current_profile,SK_ML_BASICS,Machine Learning Fundamentals,hard,data,0,2,2,False
E0054,Dinara Sadykova,Data Analyst,Senior,Data Analyst,Senior,current_profile,SK_PRODUCT_ANALYTICS,Product Analytics,hard,product,2,3,1,False
E0054,Dinara Sadykova,Data Analyst,Senior,Data Analyst,Senior,current_profile,SK_PUBLIC_SPEAKING,Public Speaking,soft,communication,1,2,1,False
E0054,Dinara Sadykova,Data Analyst,Senior,Data Analyst,Senior,current_profile,SK_MENTORING,Mentoring,soft,leadership,0,2,2,False
E0054,Dinara Sadykova,Data Analyst,Senior,Data Analyst,Senior,current_profile,SK_LEADERSHIP,Leadership,soft,leadership,1,2,1,False
E0055,Yerzhan Dzhakupov,Product Manager,Lead,Data Analyst,Lead,career_goal,SK_SQL,SQL,hard,engineering,2,4,2,False
E0055,Yerzhan Dzhakupov,Product Manager,Lead,Data Analyst,Lead,career_goal,SK_PYTHON,Python,hard,engineering,0,3,3,False
E0055,Yerzhan Dzhakupov,Product Manager,Lead,Data Analyst,Lead,career_goal,SK_STATISTICS,Statistics,hard,data,0,4,4,False
E0055,Yerzhan Dzhakupov,Product Manager,Lead,Data Analyst,Lead,career_goal,SK_AB_TESTING,A/B Testing,hard,data,3,4,1,False
E0055,Yerzhan Dzhakupov,Product Manager,Lead,Data Analyst,Lead,career_goal,SK_DATA_VIZ,Data Visualization,hard,data,0,4,4,False
E0055,Yerzhan Dzhakupov,Product Manager,Lead,Data Analyst,Lead,career_goal,SK_BI_TOOLS,BI Tools,hard,data,0,4,4,False
E0055,Yerzhan Dzhakupov,Product Manager,Lead,Data Analyst,Lead,career_goal,SK_DATA_MODELING,Data Modeling,hard,data,0,4,4,False
E0055,Yerzhan Dzhakupov,Product Manager,Lead,Data Analyst,Lead,career_goal,SK_ML_BASICS,Machine Learning Fundamentals,hard,data,0,3,3,False
E0055,Yerzhan Dzhakupov,Product Manager,Lead,Data Analyst,Lead,career_goal,SK_CRITICAL_THINKING,Critical Thinking,soft,thinking,3,4,1,False
E0055,Yerzhan Dzhakupov,Product Manager,Lead,Data Analyst,Lead,career_goal,SK_MENTORING,Mentoring,soft,leadership,2,4,2,False
E0056,Anna Kozlova,Sales Manager,Middle,Sales Manager,Senior,career_goal,SK_PROSPECTING,Prospecting,hard,sales,2,4,2,False
E0056,Anna Kozlova,Sales Manager,Middle,Sales Manager,Senior,career_goal,SK_CRM,CRM Systems,hard,sales,2,3,1,False
E0056,Anna Kozlova,Sales Manager,Middle,Sales Manager,Senior,career_goal,SK_ACCOUNT_MGMT,Account Management,hard,sales,2,4,2,True
E0056,Anna Kozlova,Sales Manager,Middle,Sales Manager,Senior,career_goal,SK_PRODUCT_KNOWLEDGE,Product Knowledge,hard,sales,3,4,1,False
E0056,Anna Kozlova,Sales Manager,Middle,Sales Manager,Senior,career_goal,SK_PUBLIC_SPEAKING,Public Speaking,soft,communication,1,3,2,False
E0056,Anna Kozlova,Sales Manager,Middle,Sales Manager,Senior,career_goal,SK_STAKEHOLDER_MGMT,Stakeholder Management,soft,communication,2,3,1,False
E0056,Anna Kozlova,Sales Manager,Middle,Sales Manager,Senior,career_goal,SK_ADAPTABILITY,Adaptability,soft,personal_effectiveness,2,3,1,False
E0056,Anna Kozlova,Sales Manager,Middle,Sales Manager,Senior,career_goal,SK_LEADERSHIP,Leadership,soft,leadership,1,2,1,False
E0057,Maxim Volkov,Sales Manager,Senior,Sales Manager,Lead,career_goal,SK_NEGOTIATION,Negotiation,hard,sales,4,5,1,False
E0057,Maxim Volkov,Sales Manager,Senior,Sales Manager,Lead,career_goal,SK_CRM,CRM Systems,hard,sales,3,4,1,False
E0057,Maxim Volkov,Sales Manager,Senior,Sales Manager,Lead,career_goal,SK_PRODUCT_KNOWLEDGE,Product Knowledge,hard,sales,3,4,1,False
E0057,Maxim Volkov,Sales Manager,Senior,Sales Manager,Lead,career_goal,SK_COMMUNICATION,Communication,soft,communication,4,5,1,False
E0057,Maxim Volkov,Sales Manager,Senior,Sales Manager,Lead,career_goal,SK_STAKEHOLDER_MGMT,Stakeholder Management,soft,communication,3,4,1,False
E0057,Maxim Volkov,Sales Manager,Senior,Sales Manager,Lead,career_goal,SK_TIME_MANAGEMENT,Time Management,soft,personal_effectiveness,2,4,2,False
E0057,Maxim Volkov,Sales Manager,Senior,Sales Manager,Lead,career_goal,SK_LEADERSHIP,Leadership,soft,leadership,2,4,2,True
E0057,Maxim Volkov,Sales Manager,Senior,Sales Manager,Lead,career_goal,SK_MENTORING,Mentoring,soft,leadership,2,4,2,True
E0058,Ksenia Pavlova,Backend Engineer,Junior,Backend Engineer,Junior,current_profile,SK_SQL,SQL,hard,engineering,1,2,1,False
E0058,Ksenia Pavlova,Backend Engineer,Junior,Backend Engineer,Junior,current_profile,SK_SYSTEM_DESIGN,System Design,hard,engineering,0,1,1,False
E0058,Ksenia Pavlova,Backend Engineer,Junior,Backend Engineer,Junior,current_profile,SK_CLOUD,Cloud Platforms,hard,engineering,0,1,1,False
E0058,Ksenia Pavlova,Backend Engineer,Junior,Backend Engineer,Junior,current_profile,SK_CICD,CI/CD,hard,engineering,0,1,1,False
E0058,Ksenia Pavlova,Backend Engineer,Junior,Backend Engineer,Junior,current_profile,SK_APP_SECURITY,Application Security,hard,engineering,0,1,1,False
E0058,Ksenia Pavlova,Backend Engineer,Junior,Backend Engineer,Junior,current_profile,SK_TEAMWORK,Teamwork,soft,collaboration,1,2,1,False
E0059,Elena Ivanova,Sales Manager,Middle,Sales Manager,Senior,career_goal,SK_NEGOTIATION,Negotiation,hard,sales,2,4,2,True
E0059,Elena Ivanova,Sales Manager,Middle,Sales Manager,Senior,career_goal,SK_ACCOUNT_MGMT,Account Management,hard,sales,3,4,1,True
E0059,Elena Ivanova,Sales Manager,Middle,Sales Manager,Senior,career_goal,SK_PRODUCT_KNOWLEDGE,Product Knowledge,hard,sales,2,4,2,False
E0059,Elena Ivanova,Sales Manager,Middle,Sales Manager,Senior,career_goal,SK_COMMUNICATION,Communication,soft,communication,2,4,2,False
E0059,Elena Ivanova,Sales Manager,Middle,Sales Manager,Senior,career_goal,SK_PUBLIC_SPEAKING,Public Speaking,soft,communication,2,3,1,False
E0059,Elena Ivanova,Sales Manager,Middle,Sales Manager,Senior,career_goal,SK_STAKEHOLDER_MGMT,Stakeholder Management,soft,communication,0,3,3,False
E0059,Elena Ivanova,Sales Manager,Middle,Sales Manager,Senior,career_goal,SK_ADAPTABILITY,Adaptability,soft,personal_effectiveness,2,3,1,False
E0059,Elena Ivanova,Sales Manager,Middle,Sales Manager,Senior,career_goal,SK_MENTORING,Mentoring,soft,leadership,1,2,1,False
E0060,Olga Petrova,Product Manager,Lead,Product Manager,Lead,current_profile,SK_REQUIREMENTS,Requirements Writing,hard,product,3,4,1,False
E0060,Olga Petrova,Product Manager,Lead,Product Manager,Lead,current_profile,SK_AGILE,Agile Practices,hard,product,3,4,1,False
